date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:54:49	234903/234903	---M--	200	added ('OK')	image/png	etag:%2239597-56749c2db9fc0%22	https://preview.colorlib.com/theme/electro/img/product03.png	preview.colorlib.com/theme/electro/img/product03.png	(from https://preview.colorlib.com/theme/electro/)
20:54:50	197972/197972	---M--	200	added ('OK')	image/png	etag:%2230554-56749c41c0f00%22	https://preview.colorlib.com/theme/electro/img/product04.png	preview.colorlib.com/theme/electro/img/product04.png	(from https://preview.colorlib.com/theme/electro/)
20:54:50	124399/124399	---M--	200	added ('OK')	image/png	etag:%221e5ef-56749c51f7540%22	https://preview.colorlib.com/theme/electro/img/product05.png	preview.colorlib.com/theme/electro/img/product05.png	(from https://preview.colorlib.com/theme/electro/)
20:54:50	258774/258774	---M--	200	added ('OK')	image/png	etag:%223f2d6-56749ce4d4fc0%22	https://preview.colorlib.com/theme/electro/img/shop02.png	preview.colorlib.com/theme/electro/img/shop02.png	(from https://preview.colorlib.com/theme/electro/)
20:54:52	174505/174505	---M--	200	added ('OK')	image/png	etag:%222a9a9-56749c7ce1a80%22	https://preview.colorlib.com/theme/electro/img/product07.png	preview.colorlib.com/theme/electro/img/product07.png	(from https://preview.colorlib.com/theme/electro/)
20:54:53	207240/207240	---M--	200	added ('OK')	image/png	etag:%2232988-56749c89477c0%22	https://preview.colorlib.com/theme/electro/img/product09.png	preview.colorlib.com/theme/electro/img/product09.png	(from https://preview.colorlib.com/theme/electro/)
20:54:53	222902/222902	---M--	200	added ('OK')	image/png	etag:%22366b6-56749c6bb7200%22	https://preview.colorlib.com/theme/electro/img/product06.png	preview.colorlib.com/theme/electro/img/product06.png	(from https://preview.colorlib.com/theme/electro/)
20:54:53	85582/85582	---M-Z	200	added ('OK')	application/javascript	etag:%2214e4e-56749cccfd780-gzip%22	https://preview.colorlib.com/theme/electro/js/jquery.min.js	preview.colorlib.com/theme/electro/js/jquery.min.js	(from https://preview.colorlib.com/theme/electro/)
20:54:53	227676/227676	---M--	200	added ('OK')	image/png	etag:%223795c-56749c90e89c0%22	https://preview.colorlib.com/theme/electro/img/product08.png	preview.colorlib.com/theme/electro/img/product08.png	(from https://preview.colorlib.com/theme/electro/)
20:54:53	37045/37045	---M-Z	200	added ('OK')	application/javascript	etag:%2290b5-56749cc92ce80-gzip%22	https://preview.colorlib.com/theme/electro/js/bootstrap.min.js	preview.colorlib.com/theme/electro/js/bootstrap.min.js	(from https://preview.colorlib.com/theme/electro/)
20:54:55	21184/21184	---M-Z	200	added ('OK')	application/javascript	etag:%2252c0-56749cd686e00-gzip%22	https://preview.colorlib.com/theme/electro/js/nouislider.min.js	preview.colorlib.com/theme/electro/js/nouislider.min.js	(from https://preview.colorlib.com/theme/electro/)
20:54:55	2607/2607	---M-Z	200	added ('OK')	application/javascript	etag:%22a2f-56749ccdf19c0-gzip%22	https://preview.colorlib.com/theme/electro/js/jquery.zoom.min.js	preview.colorlib.com/theme/electro/js/jquery.zoom.min.js	(from https://preview.colorlib.com/theme/electro/)
20:54:56	3788/3788	---M-Z	200	added ('OK')	application/javascript	etag:%22ecc-56749ccee5c00-gzip%22	https://preview.colorlib.com/theme/electro/js/main.js	preview.colorlib.com/theme/electro/js/main.js	(from https://preview.colorlib.com/theme/electro/)
20:54:56	42863/42863	---M-Z	200	added ('OK')	application/javascript	etag:%22a76f-56749ce3e0d80-gzip%22	https://preview.colorlib.com/theme/electro/js/slick.min.js	preview.colorlib.com/theme/electro/js/slick.min.js	(from https://preview.colorlib.com/theme/electro/)
20:54:56	755/755	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Mar%202025%2015:54:56%20GMT	https://preview.colorlib.com/theme/electro/fonts/glyphicons-halflings-regular.eot	preview.colorlib.com/theme/electro/fonts/glyphicons-halflings-regular.eot	(from https://preview.colorlib.com/theme/electro/css/bootstrap.min.css)
20:54:57	755/755	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Mar%202025%2015:54:56%20GMT	https://preview.colorlib.com/theme/electro/fonts/glyphicons-halflings-regular.eot?	preview.colorlib.com/theme/electro/fonts/glyphicons-halflings-regulard41d.eot	(from https://preview.colorlib.com/theme/electro/css/bootstrap.min.css)
20:54:58	755/755	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Mar%202025%2015:54:57%20GMT	https://preview.colorlib.com/theme/electro/fonts/glyphicons-halflings-regular.woff2	preview.colorlib.com/theme/electro/fonts/glyphicons-halflings-regular.woff2	(from https://preview.colorlib.com/theme/electro/css/bootstrap.min.css)
20:54:59	755/755	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Mar%202025%2015:54:57%20GMT	https://preview.colorlib.com/theme/electro/fonts/glyphicons-halflings-regular.woff	preview.colorlib.com/theme/electro/fonts/glyphicons-halflings-regular.woff	(from https://preview.colorlib.com/theme/electro/css/bootstrap.min.css)
20:55:00	755/755	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Mar%202025%2015:54:59%20GMT	https://preview.colorlib.com/theme/electro/fonts/glyphicons-halflings-regular.ttf	preview.colorlib.com/theme/electro/fonts/glyphicons-halflings-regular.ttf	(from https://preview.colorlib.com/theme/electro/css/bootstrap.min.css)
20:55:00	755/755	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Mar%202025%2015:54:59%20GMT	https://preview.colorlib.com/theme/electro/fonts/glyphicons-halflings-regular.svg	preview.colorlib.com/theme/electro/fonts/glyphicons-halflings-regular.svg	(from https://preview.colorlib.com/theme/electro/css/bootstrap.min.css)
20:55:01	755/755	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Mar%202025%2015:55:00%20GMT	https://preview.colorlib.com/theme/electro/css/ajax-loader.gif	preview.colorlib.com/theme/electro/css/ajax-loader.gif	(from https://preview.colorlib.com/theme/electro/css/slick-theme.css)
20:55:02	755/755	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Mar%202025%2015:55:01%20GMT	https://preview.colorlib.com/theme/electro/css/fonts/slick.eot	preview.colorlib.com/theme/electro/css/fonts/slick.eot	(from https://preview.colorlib.com/theme/electro/css/slick-theme.css)
20:55:02	755/755	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Mar%202025%2015:55:01%20GMT	https://preview.colorlib.com/theme/electro/css/fonts/slick.eot?	preview.colorlib.com/theme/electro/css/fonts/slickd41d.eot	(from https://preview.colorlib.com/theme/electro/css/slick-theme.css)
20:55:03	755/755	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Mar%202025%2015:55:02%20GMT	https://preview.colorlib.com/theme/electro/css/fonts/slick.woff	preview.colorlib.com/theme/electro/css/fonts/slick.woff	(from https://preview.colorlib.com/theme/electro/css/slick-theme.css)
20:55:03	755/755	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Mar%202025%2015:55:03%20GMT	https://preview.colorlib.com/theme/electro/css/fonts/slick.ttf	preview.colorlib.com/theme/electro/css/fonts/slick.ttf	(from https://preview.colorlib.com/theme/electro/css/slick-theme.css)
20:55:04	755/755	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Mar%202025%2015:55:03%20GMT	https://preview.colorlib.com/theme/electro/css/fonts/slick.svg	preview.colorlib.com/theme/electro/css/fonts/slick.svg	(from https://preview.colorlib.com/theme/electro/css/slick-theme.css)
20:55:05	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222876e-56749b70e6240%22	https://preview.colorlib.com/theme/electro/fonts/fontawesome-webfont.eot?v=4.7.0	preview.colorlib.com/theme/electro/fonts/fontawesome-webfont3e6e.eot	(from https://preview.colorlib.com/theme/electro/css/font-awesome.min.css)
20:55:05	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222876e-56749b70e6240%22	https://preview.colorlib.com/theme/electro/fonts/fontawesome-webfont.eot?	preview.colorlib.com/theme/electro/fonts/fontawesome-webfontd41d.eot	(from https://preview.colorlib.com/theme/electro/css/font-awesome.min.css)
20:55:06	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-56749b98f40c0%22	https://preview.colorlib.com/theme/electro/fonts/fontawesome-webfont.woff2?v=4.7.0	preview.colorlib.com/theme/electro/fonts/fontawesome-webfont3e6e.woff2	(from https://preview.colorlib.com/theme/electro/css/font-awesome.min.css)
20:55:07	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2217ee8-56749b933b340%22	https://preview.colorlib.com/theme/electro/fonts/fontawesome-webfont.woff?v=4.7.0	preview.colorlib.com/theme/electro/fonts/fontawesome-webfont3e6e.woff	(from https://preview.colorlib.com/theme/electro/css/font-awesome.min.css)
20:55:07	165548/165548	---MCZ	200	added ('OK')	font/ttf	etag:W/%22286ac-56749b84ed180%22	https://preview.colorlib.com/theme/electro/fonts/fontawesome-webfont.ttf?v=4.7.0	preview.colorlib.com/theme/electro/fonts/fontawesome-webfont3e6e.ttf	(from https://preview.colorlib.com/theme/electro/css/font-awesome.min.css)
20:55:13	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226c7db-56749c744c640%22	https://preview.colorlib.com/theme/electro/fonts/fontawesome-webfont.svg?v=4.7.0	preview.colorlib.com/theme/electro/fonts/fontawesome-webfont3e6e.svg	(from https://preview.colorlib.com/theme/electro/css/font-awesome.min.css)
20:55:14	281315/281315	---M--	200	added ('OK')	image/png	etag:%2244ae3-56749bc8a3140%22	https://preview.colorlib.com/theme/electro/img/hotdeal.png	preview.colorlib.com/theme/electro/img/hotdeal.png	(from https://preview.colorlib.com/theme/electro/css/style.css)
